id	question	doc-id-list	answers
7656953543629461769	where did the 7th day adventist originate from		
7324219810436405617	why does the girl with the dragon tattoo have a guardian		
510817986503867229	how many pages is the piano lesson by august wilson		
-4067743004102269455	when was aeneas born and when did he die		
3072891939080831322	when was the last time the cleveland browns were in the super bowl		
8141661734513366155	when will ant man and the wasp be set		
-3458094570005295795	when must a seller provide earnest money when writing a purchase agreement		
3423940504186921730	who is the daddy to whom the death's head figure war refers in the cartoons caption		
-6341846898547576321	the protest in chiapas known as the zapatista rebellion		
2701514795169456015	when does tara die in sons of anarchy		
1307146366752493904	where did the black hawk crash in mogadishu		
-3477387547207053920	why does socio-economics play such an important role in terms of its contribution to inequality		
-730622427993985469	who was the mp in the dirty dozen		
8078004614753233236	will there be a 3rd season of shannara chronicles		
7383521651062366805	when was the last time the patriots missed the playoffs		
2468253957036790481	what is the main advantage of carbon-11 compared to fluorine-18 for pet imaging studies		
-6117965572664570417	what kind of task are operated by internet explorer		
3138406077450000022	what age is aria in pretty little liars		
-9129141260051588188	where did the industrial revolution begin in the mid-1700s		
7038221309414416057	who has a tape in 13 reasons why		
2674960591934465760	when was the last time the new orleans saints was in the playoffs		
4250505973812058050	where is going to be the next world cup soccer		
-7219494703532332883	what is the little boy's name in the walking dead		
49016373342272605	who controlled the majority of the korean peninsula in september of 1950		
-916779827337808815	what are the names of the arch angels		
-1354547387268997798	who among the following becomes a member of the din i ilahi		
-8414560455394706494	who established the colony of pennsylvania and how were they different from other settlers		
1067251314006064368	where are hot dry climates found in the united states		
5812652389667803851	what was yogi bear's given first name		
2867005122760600313	who was the only president that never lived in the white house		
-1127311318506037299	where are wild boar found in the united states		
951773904853478251	why did italy fight against germany when the two countries had signed an alliance		
-4009963112134322546	where is clay soil found in the world		
3768379647420682199	how many times is the observable universe larger than the local group		
1489401008193184297	what is the deepest part of the st johns river		
-5334823070731771252	where was pirates of the caribbean 3 filmed		
5676905284348994745	when did the second bank of the united states close		
-3049901031848296894	difference between carcinoma in situ and invasive carcinoma		
-4967195995676267538	where is the cytosol located in a cell		
7891732184770388914	shiva is the primary deity worshiped in the hindu tradition of vaishnavism		
5181784994332832582	where was the charter of the virginia company of london written		
-5887657277213730786	where do we go from here by johnny gill		
-6438044674006273898	what was the name of the dragon in beowulf		
-3303633158927909274	when does the last season of new girl premier		
6163521094860486667	what are the branches of mathematics and their meaning		
3326653463666469338	when a snail fall in love season 2		
-2524006781545864467	what is a group of rabbits called fluffle		
-2173769636928529709	how does the cut work at the players		
-7566601759197595077	where does a dog called homeless take place		
-5448267007601270546	where does yona of the dawn anime leave off in the manga		
5935796760280293374	what teams has the patriots lost to in the super bowl		
4902717885138717622	when is avengers infinity war releasing in hindi		
-2301174889595008101	where does the us supreme court have original jurisdiction		
4431368695744777889	how old were the cast of grey's anatomy when it started		
-2366297820166122034	what is the most eaten food in japan		
2247235536867460621	when did upper deck stop making baseball cards		
-4518933698710060753	what happens at the end of the video broadcast of all you need is love		
8862481699583824997	what kind of soil is there in sundarbans		
8517578438012644865	what episode of grey's anatomy is izzie diagnosed with cancer		
-480003723202247477	where is the universal joint on a truck		
-2733620777707758476	what did the english civil war and french revolution have in common		
8300657125395332995	where was the bill of rights written and ratified		
-8512645305395102882	how many episodes in a french village season 6		
-2238265248294827940	when was the first smith and wesson made		
1004247079643695352	what the two practical forms of wheatstone bridge		
-4622659451664534947	when was the bible translated from greek to latin		
-3639108961390060280	where does carmen's dad live in the sisterhood of the traveling pants		
1429961179012377922	what is the order of fullmetal alchemist series		
3154395253327734023	a brief history of birth control in the us		
-7241457746838386626	what was the most important effect of european nationalism in the 1800s		
-7301643546500826463	when will george rr martin winds of winter be released		
-8044937729258671393	where are tropical deciduous forests found in the world		
-5212775349975038711	what time do they stop selling alcohol in alabama		
-4248513406382543342	what's love got to do with it free movie download		
-4813741233973236678	what is the meaning of idols in hindi		
240812212102050045	where was the last scene in jurassic world fallen kingdom filmed		
2442652196146101732	what is the only ocean that does not touch antarctica		
-2096502590392691103	where are neurons found in the human body		
2392199752599378689	a regular show epic final battle part 1		
3351928949835634822	who sang don't believe me just watch		
3449125713072553583	where did the curling term hammer come from		
7559679959052939955	who sang nothing's gonna change my world		
-8857521941214005610	where does ranma 1/2 anime end in manga		
753871198758554078	who did the rams lose to in 2017		
-5244984933076650795	when does teru find out who daisy is		
4043699678351799234	who is on the cover of band on the run		
-7307200161125102176	what type of music is popular in the netherlands		
-1407439244189795903	what were the causes of european exploration of africa in the 19th century		
8740648178353149057	who was the first person to successfully lead a team to complete a transantarctic crossing by land		
-5613191208370418975	the wto agreement on trade-related aspects of intellectual property rights (trips)		
-8789438184476169486	when did the moderates and the radicals of the congress reunited		
-1088019862991701872	what is the book the giver about summary		
2073984546751028516	the long walk stephen king chapter 1 summary		
-8980999339356970648	who is the red guy in avengers ultron		
-4437202803799870133	where are the balkans and what countries occupy this region		
-4462238038869360631	what inscription is below the american flag at the korean memorial		
1740845256701712171	when does nate find out about chuck and blair		
7158012011912245619	when was the first hockey game ever played		
5894761986231205263	polaris consultancy and services limited chennai tamil nadu		
3527588078263262035	who heard voices which told her to help the french to fight against the english		
490499119293987514	why do vladimir and estragon wait for godot		
643004701835070207	where does a spark plug get its spark		
527122707733810314	tu suraj main saanjh piyaji all actors name		
5989106708296236786	the first intelligence test to include a non-verbal scale as a measure of human intelligence		
-3544079640933699462	names of the characters in the little rascals		
-6358556525223313040	where did the name jefferson airplane come from		
-6613670172171246439	when did the mesolithic period begin and end in india		
8203452066690777256	what is the boiling point of 410a refrigerant		
39108902549064302	when do the raiders play on monday night football		
1453132668881946585	when is jack whitehall travels with my father season 2		
-1874849002499386731	where is the mato grosso plateau located on a map		
8210256154992342926	what does anti ghosting mean on a keyboard		
-6334450181005245207	what channel is the asian cup final on		
8616337754421289882	where does the germination of the pollen grain take place and how		
2772901212374854024	what types of speech are not protected by the first amendment		
-1766384513464474499	what was the primary motivation for the french who came to the new world		
4301701048890886514	where does rover from rover's morning glory live		
7834168692656259946	summary of the miller's tale by geoffrey chaucer		
5774631313541443764	do you have to shave every day in the military		
-3817272594310987817	who is the girl with white hair in game of thrones		
-7246790609241034745	what does the time traveler find in the great hall of the museum		
-3467986983483148006	who played thumbelina in sabrina the teenage witch		
1875443878397148976	what is the range in db level of normal human hearing		
-5622145533310766017	who worked to eliminate brutal conditions in mental institutions		
3031970494057843843	what do you understand by term fundamental rights as given in our constitution		
-753202420186300662	when does the orville start in the uk		
1865955294730345744	when did we start keeping dogs as pets		
4842313997005512582	why was nationalism particularly significant to italian unification		
-3535831562072666818	where did the term plugging away come from		
7119995845380532223	what american food helped supplement european peasants grains		
-6563582579749224955	what is the reason for no meat during lent		
-3444971129985881038	what is wrong with eden in the crown		
4320045052095914874	how many times does bobby die in supernatural		
8014945319986554549	where was gilligan's island filmed in bahamas		
236919480713684590	where is wales located on the world map		
-9181283383663924297	what two events seem to provide a key to understanding the book of acts		
-9181599052007711173	who is the lady pip has never seen before		
1839524956306445970	where do i find my national identity number		
2823828256393674335	what does one person one vote one value mean		
1051310329902646231	how fast can you brute force a password		
-2525008483612732031	what was china's population before the one child policy		
-2087212017682345191	where was the first formal cremation done in the us		
4437867822104381652	where was episode 3 season 4 black mirror filmed		
3045107577852129782	where does information exchange begin in order to produce good customer service		
1340413329972032108	why do we have the senate and the house of representatives		
-3723065273113882882	what does violetta die of in la traviata		
205002251911744732	when was the location of genetic information on chromosomes established		
8325087594519615937	what chapter is the latest episode of one piece		
3613382761162429398	when did the modern era in parenting begin		
5577698022671838486	where does alice springs get its water from		
6358491166782899311	what is the temperature of a hibachi grill		
-5292701306412614161	what are the lyrics to john cena's theme song		
-5030711684227876787	what are the hilda trojan and greek asteroids		
-8099997561384411289	what is the scientific name for the black panther		
-3917232793598549891	when did they start selling nutella in the us		
6767709743118564128	what chinese emperor established a standardized written language		
3545073897064318180	what is the pressure in the lungs after expiration		
-7522016482599834404	mark who won two golf majors in 98		
-9182508669930805054	what are the first principles of the texas declaration of independence		
-2695464620005092024	when was last time liverpool won the premier league		
6531386737473870908	what caused the british reverses in the opening stage of the war		
6299916391688883781	what is required for a letter of credit		
8065828751409607693	who plays elsa in frozen at california adventure		
-9049899982425428809	what does it mean for a lone pair to be delocalized		
3693350789125969825	where did the term over the counter come from		
2829390617149424244	how many species of moth in the uk		
9214427803154079329	what term best describes the battle of gettysburg		
-7307506524785191595	is there a mercy rule in the college world series		
812504466197933253	how is kaunakes different in egypt compared to mesopotamia		
-1760810455408907667	who is the nurse who helps jessica jones		
5510975909806638087	what happened to will turner in pirates of the caribbean		
-7658195763112730017	where was the cliff scene in pride and prejudice filmed		
2397596730165625608	where did the rings come from in lord of the rings		
3885045838296333054	why are afc games being shown on fox		
7545612960213780535	when was the first wireless computer mouse invented		
-782998423138604947	does everyone celebrate christmas on the same day		
-508964584219648102	how old was tony stark when howard stark dies		
-5361931271607594922	what is a good unbiased estimator for the var(x)		
-5288850244420067915	what is the full version of the national anthem		
-7001137206611545908	who played in the original movie the beguiled		
1922422804967485686	what is a deacon in the church of ireland		
2934346439791667318	when do elena and damon get together season 6		
-5874322369957644076	calculating false positive rate from sensitivity and specificity		
356246320999175397	where was the first mcdonald's restaurant opened		
-3051355249114558871	what are the principles of double entry accounting		
-1305121240899651418	where did the word social media come from		
7304788193352035503	where does the trombone sit in the orchestra		
5655517893008290279	how did spanish and french interests in the new world differ		
1059125402512660913	where do smooth cells get most of their calcium to stimulate contraction		
-8790310814915758169	what was the government in the virginia colony		
924581904316318114	what channel is fox sports 1 on xfinity		
7563229555735351376	who started the cold war us or soviet union		
-2340398331382904370	when does dance the night away come out twice		
-4261071767435855246	what happened to the colony at roanoke island		
-8773119683967722466	who led the revolt of 1857 in central india		
-4549709865024642881	when does the flash season 4 come out on stan		
4029269366401018415	what is the correct absolute configuration assignment at each of the indicated stereocenters		
-5860702209536994990	describe the climate and geography of north africa		
4336806832676325303	who plays max on young and the restless		
-3200766396914454599	icd 10 code for history of appendiceal cancer		
-6555965891512545490	who was the german journalist who co wrote the communist manifesto		
-818897431223794085	what is the main idea of a tale of two cities		
4648121715639456114	who acts as the jury in an impeachment trial		
4122186710148578356	what does the hippocampus do in your brain		
-5125375764651638379	what group of organisms are considered acid fast		
-6981352107082126921	where was the revenant meant to be set		
6089776110434501569	is there parking at bowen hills train station		
-2112803895179346557	who founded each colony in the southern colonies		
5378153096498611133	how do you use the bible as a reference		
-1621063178896544349	why pi r2 is the area of a circle		
332208847406247041	who used the american system of manufactures to produce clocks		
1142454681841573726	what is there in the center of earth		
-4475713911658913458	what is the greatest contribution of the united states to philippine civilization		
1008414979454102179	where is the 4th ward in paterson nj		
4168534405114105220	who played kenneth hamilton on i love lucy		
5125444087468056351	where is the cell body of the neuron that directly causes sa node cells to depolarize faster		
-5794435852914733027	when does how to save a life play in grey's anatomy		
-1973469095571548398	what season of pretty little liars is the dollhouse		
8641069936799784890	when did dunkin donuts merge with baskin robbins		
8295562036090787363	how many different ways are there to spell brittany		
-6694947779741714653	where are u now that i need you		
-5033046541604666361	what are the names of all the keys in florida		
5341849621006339365	where are the ryukyu islands located on a map		
393984058802223689	what does yoshino mean by the new civil rights		
-549776814794355447	who is the owner of the land on which the scientific museum is located in kuwait		
-8842305991807479255	what is the role of the world health organisation		
-2940328778196857033	what is the t rex name in land before time		
-8020382176471038603	where do the english royalty get their money		
4119185507759469017	congress of vienna meets to settle napoleonic wars		
5611688562474095933	what indian tribe lived in mission san rafael		
-5999752467153044816	who won in the movie alien vs predator		
-8016788393747251692	where does the british royal family come from		
4341271563720996889	where is the matterhorn located on a map		
557927925163461203	what was the monetary policy during the great depression		
6450865967812769336	when were the months of the year created		
-6960285513313645708	where did the name cigarette boat come from		
7600025989390711023	where are the chemo-receptors that monitor blood levels of o2 co2 & h+ located		
-6988798297238580591	what does the great barrier reef mean to australia		
-9072274849887034394	the war on drugs a deeper understanding credits		
-2899002783975290478	the process used for super finishing the surface to achieve high class finish is		
-5804819731907484265	the big bang theory actors in real life		
-61500100656351403	how old do you have to be to be a teacher in america		
-2622248970732008890	why did the spanish fail in their repression of holland		
-9158245531865335703	what does scotland contribute to the uk economy		
2897883495734539211	where is chitty chitty bang bang car now		
2175721976198841818	where do seafloors with older ages tend to be found		
3709944182206568016	why were the pope and the emperor willing to accept the terms of the concordat of worms		
-1836163520983922747	does australian permanent resident need a visa to visit usa		
7421810543876885563	the operon model of the regulation of gene		
3929491567322089766	what religions were brought to africa through missionaries		
439764714033103262	when was the last time liverpool lost 5-0		
5623670605577739345	in the context of web and network privacy and acceptable use policy is		
-4632595764285050357	where was lord of the rings two towers filmed		
-8973287182957611389	what episode do gabby and josh get together		
908650576334163851	when was the first tennis club founded in the uk		
-4901058095342684443	when does episode 11 of ball in the family come out		
-8222860956981434209	where is seperation of powers in the constitution		
2072071129512963929	who won a gold medal in the recent commonwealth games		
-7289859169261729431	what are the rules for who wants to be a millionaire		
-4954958561137272030	what is a mother flush in texas holdem		
3947956817307740895	how to call landline number from mobile in india		
-3706279317092604630	what characters are titans in attack on titan		
-5324354174654794730	what is the us foreign policy during the cold war		
-7151494777675606094	when did honey rise up and dance come out		
4860393604628394561	who did prince charming awaken with a kiss		
-2252072787054084474	where is nickel found and in what form		
8207978731180505784	where did the saying great scott come from		
1329813459028896609	difference between margin of safety and factor of safety		
-7041255028177430043	moment generating function for a continuous random variable		
-1125869880928594601	who plays sarah aunt in a place to call home		
3606855725010125260	what is great vespers in the orthodox church		
4372028182845871855	what are the four sources of aggregate demand		
932117752202143931	who plays gordon's mother on girlfriends guide to divorce		
5269145643760893663	where did i go wrong how to save a life		
8105340879070482402	what is the population of the lake district		
1189608463887459644	what movie has the song welcome to my life by simple plan		
-843185209964512470	when did the south switch from democrat to republican		
-4520309214646465139	when does the new jungle book come out		
-3299754186360670397	why did they name the book to kill a mockingbird		
4965129724440553581	which of the following is not a characteristic of the rite of spring		
6959792452227051923	in the breakdown of glucose the compound formed after two		
-5587595173989676442	what were four of the findings of the carnegie corporation in regards to why sports are important		
-7991070629338339882	who owns rights to the happy birthday song		
-6251789995243382490	when does season 15 of keeping up with the kardashian start		
7755651521483247596	where do they sell the new york post		
-7029325576246301745	what native american tribe inhabited what is now chicago		
8931131100978865980	assumptions regarding investor behavior are required by the capm		
8139185129165412877	what channel does jimmy fallon come on dish		
-5324310356959536575	who said that all living things are made of cells		
439317987970624148	republic act of the philippines about human rights		
6764705027637460129	what do the different buzzfeed channel colors mean		
-6374369974729476169	where did the m m get their name		
-5549688185380218447	what were the principal issues of the war of austrian succession		
7381099825083695062	what does a distributor cap and rotor do		
-233555579792738115	when does rachel get a job at bloomingdales		
8936923918771065709	a spanish military leader who fought against the native peoples of the americas was called		
-3709351638383305716	when does karen find out she's pregnant shameless		
-1370578046206880795	what is the greek god hades known for		
8003945593562411187	where can you find the book of enoch		
1865727376087163473	when were statins first prescribed in the uk		
-4132182229608355221	is there a difference between a cherry tree and a cherry blossom tree		
-1009624242836693139	the final episode of all in the family		
8508838578674001370	where was the last house on the left 2009 filmed		
-7129204390967147708	who was the last person to become india's president who was born in 19th century		
351111546237160365	why is the sequence of nitrogen bases in dna important		
-147996004153545986	what is the percentages of races in the united states		
-1013603460604145023	who coined the phrase revenge is a dish best served cold		
6272543407078686593	what was the central feature of a roman townhouse		
-2586708256228177568	who is magi in the gift of magi		
-5986080962580583208	what was happening in 1963 around the world		
1200428273219410536	why gram positive bacteria are called gram positive		
3713030802147513616	what is the product of 5 and 12		
-4227677899928480731	what is in the doki doki literature club dlc		
-7051855342717321830	where did the earliest civilizations emerge why there		
-3007091317310168067	who is the actor that plays jupiter in shameless		
-210900771115850428	when is it considered stealing from a store		
5160803600548338852	where did the last name avila come from		
630305539735270706	where was the film the birthday party filmed		
-3955035297090854758	which territory was adjacent to the slave state of missouri		
-1041127698904506791	why are the coefficients of static and kinetic friction different		
-4695635770021421887	where is the show sam and cat filmed		
-8559652945965887982	next episode of attack on titan season 2		
8902783711711007354	what are the colors that are not in the rainbow		
4130419442309363514	what form of government was the soviet union		
6882867911677954849	why did the connecticut river valley not play an important role like new york’s hudson river valley		
6902761765523541729	where does the efferent arteriole carries blood to		
-5191552109208164681	where are the majority of ribosomes found inside the cell		
7877911862167365178	describe the pattern of rainfall in the uk		
2441267106982246310	who is the appellant in a court case		
5248863315331992992	high officials in the household of a medieval king cody crossword		
-3480029052383625439	what was the single most important thing the spanish brought to the new world		
-8760125905823215258	when does deadpool 2 come out on dd		
-7343167442169709836	what is the temperature of the north and south pole		
-8162079235895252242	when did adding candles to a cake originated		
-9180697262236978493	who votes for the pro football hall of fame		
3146419720302689962	what county is st joseph medical center in		
-1433064895831581637	the summer of the beautiful white horse summary in hindi language		
6992264199401257096	what was the name of the social and political system that held japan together from 1400 to 1800		
-2673988052063128880	data analysis cost and benefit analysis of a system		
7969947360993094096	where do you land on the political compass		
1904825621978320094	why is phenolphthalein usually used in titration experiments rather than bromothymol blue		
-4538192384977554703	when is lab rats elite force coming back on		
-3320483601359440051	how far is appleton wi from oshkosh wi		
-7311423273417044631	where was series 3 of game of thrones filmed		
-958381528996915781	who sings a hard rains gonna fall in outlander		
2128615404992386618	what happened to the pirates in captain phillips		
-2224044742864470326	what happens to alex in a clockwork orange		
-3009330040776751521	what kind of transport mechanisms are used for reabsorption		
5218933964682570125	who was india's president when did first nuclear test where conducted		
7926006787969816911	what is the name of the lamb in zootopia		
6302784076550466400	where is the second best exotic marigold hotel filmed		
4156290059746492659	where was the mountain between us movie filmed		
-5307319831284334609	when was the last time naples was hit by a hurricane		
-6102628329143907145	what city on earth is named after planet mars		
-8359741883533994626	who was the commander chosen to lead the colony		
936231701246406836	how is chromatin organised in the interphase nucleus		
-8265107865445480366	who created the world that wicked lives in		
-5204193232599411119	why is it important for an ordinary filipino to be aware of the philippine politics		
-6453985335174197638	what part of north america did the dutch claim		
2037380931211633060	when does fast and furious 8 come out on red box		
441744999358694195	where was the woody the woodpecker movie filmed		
8564178852406387182	what is the difference between the tango and argentine tango		
-3195337049512103244	what two factors are key in forming planets and stars		
4827566639283543380	where is the differential located on a car		
-3356639028487062536	who was the german general his nickname and the city he was stopped at		
-7982710334855492991	why are arctic foxes white in the winter		
-125973999654982719	what is the address of the bull on wall street		
3746196462639737926	summary and analysis of native son by richard wright		
1143329213994692295	how much does a 1999 ford f350 weight		
-20817318193442647	when was the last time bayonets were used in combat		
8898110416041178080	ye rishta kia kehlata hai 23 june 2017 full episode		
-2787649601632269452	what is the location on earth relative to the equator		
-3326429166356870953	who did paul walker play on the young and the restless		
5444107694428470305	where was season 7 episode 5 game of thrones filmed		
-7453382078329227556	what is the religious significance of the hijab		
2118626266070107506	what episodes are on outlander season 1 volume 1		
-4888279079854032098	what does the greek god apollo's name mean		
-3763439409728241694	why does the corn in illinois lean to the east		
-5210311264980978691	where does nuclear fusion happen in a star		
-1128614875781140313	where is mexico beach located on the map		
-9043479657045593404	who died in the 7th harry potter book		
-5463275613840798409	where was the tv series hart of dixie filmed		
4759153856296588137	who played officer krupke in west side story		
-1378648456376065774	black and white map of the united states of america		
-485827722569317109	what does it say on the front of the pantheon		
-3499603203515392681	how old are nba players when they retire		
-3850473487979403150	what state has the most coal fired power plants		
2622119369577369190	who do you play as in call of duty world at war		
4760021727834018021	who said that culture is the man made part of the environment		
5621452177605130387	what are some of the subjects of chinese drama		
-2271434516504353951	who was the leader of the first war of independence in india		
-1184991856954836571	what does the song lime in the coconut mean		
-218456139679129227	when did tea come to the middle east		
3484338223885964396	what is the position of equality in india		
-127829963610558674	what's the difference between a coney dog and a chili dog		
7028833023424607597	what does the glory of god mean in the bible		
-5587931300314668051	how many super bowls did the houston oilers win		
6632827761832636788	what is a healthy amount of co2 in the earth atmosphere		
2631725122759043968	how did the mayans come up with their calendar		
-68438973050175278	where did the blue and black dress come from		
-475365650848566024	who came up with the backdoor plan on big brother		
-6288975459936582714	where did the romans get their alphabet from		
6242907724549668811	is there a pride and prejudice and zombies 2 movie		
2098423959082767607	in the context of social factors that affect marketing with component lifestyles people are		
-6236891019128088282	what is a real number that is irrational		
7647973030710859034	what happens when the king makes it to the other side in chess		
-925956692979445029	when does each rick and morty episode come out		
-8585283399079991603	what types of ideas were contained within the declaration of the rights of man		
-4388342046529870924	where did the chicago bears logo come from		
4226874453561162660	what does australia and canada have in common		
3103812190156537969	who are the members of the eagles band		
5081258420945514085	how many vibrational degrees of freedom are there for nh3		
-5569410210316751596	how did the dutch east india company came to dominate asian trade		
4872416813092736760	what happens if this membrane transport protein does not function		
8898536556703732619	who sang in the we are the world video		
-5273128123204626609	when does season 7 episode 8 of game of thrones come out		
2082962435245684523	how did brigham and women's get its name		
-8926734273843742624	when does a mlb player run out of options		
-9034126080526339146	summary of movie all the money in the world		
-6282506558640451453	when did the rocket land on the moon		
-6435764244599760551	what is ecological imperialism and what did it mean for north america		
7729645705898131830	what is the movie the girl next door about		
-5644494462683817611	why is kelso in season 7 episode 11		
-5472943564301447674	what is the largest bat in north america		
-5599364171635846663	what kinds of solutions did the british try to resolve the cholera outbreak		
5629505397316644725	disney international collage program at walt disney world		
4709591869301436235	what are the career districts in the hunger games		
-8635434045507965607	10 symbols of strength and country of origin		
5810914737298734895	where did they shoot the mountain between us		
-55101692681247224	where is chromatin found and what 2 things is it made of		
6536227200403555989	who persuades justice to get back into the vehicle on their road trip		
6732977556638119774	can't take my eyes off of you best cover		
-5772382724655741576	when does grey's anatomy season 13 come on now tv		
6527613691925251535	what is the lysosomes role in maintaining homeostasis in the cell		
1153681715443920067	how to cite game of thrones tv show		
-7312817558511051413	how much does agriculture contribute to nz economy		
3826343377776662689	where is the seat of intelligence located in the brain		
-1418546437593886657	which kind of tissue transmits signals across a synapse		
-2118686647852881811	who won the battle of monitor vs. merrimack		
-5724746495184932895	who wrote the first draft of the us constitution		
-3345769774167881149	introduce special concern problem of adolescence in sudan		
-6323137713840225213	when was the last time google street view was updated		
-4317141888301803537	what is the purpose of high level and low level formatting		
3990297286124314912	who beat the bills in the super bowl		
9076264285630678520	when did we get off the gold standard		
5337347688670322542	i'm signing for the champions league winner		
-3339446107545102039	where is matt rogers from home and family		
192181973195421893	how many episodes are in the good witch season 3		
3515330616063335635	who are all the transformers in the last knight		
7198659651132774529	what does the texas bill of rights guarantee		
8753761823859680236	who went to new mexico in the mid 19th century		
-3655293866295968999	who played percy in the movie corrina corrina		
-6611227696931895233	what does appeasement mean and how does it relate to ww2		
5493705646429193389	when is the new episode of lucifer airing		
-8696960371370596549	where did rick and morty name come from		
3285827353062167894	what type of thinking do standardized tests in schools measure		
8617175600992401747	what is meant by australia having a federal system of government		
8622180759348422270	how many first ballot hall of famers nba		
-8139557872935198666	when did warsaw became the capital of poland		
-5447330242414821460	what is the name of the jolly swagman in waltzing matilda		
-2515159568056225846	what was one effect of the latin american revolutions of the 19th century		
3855976162482724993	what is the southern most tip of africa		
5634822368220459777	what is the job of the members of parliament in the bahamas		
-6448181735220271169	where is the st john eye hospital and when was it founded		
3550921899235960714	where are the cast of cagney and lacey now		
-4989447295368665521	when does the last season of american horror story come on netflix		
-7838418703791341577	how many times have chelsea played at the new wembley		
-2193111199513369013	what is the primary difference between the pen tool and the pencil tool		
-614322277133661012	what are the gun laws in all 50 states		
1721807000793254214	who founded new york and why did they come		
6305041407839310656	where was goldilocks and the three bears written		
-2113067755773983945	who played in the superbowl in new york		
1427420353066184392	the walking dead telltale season 3 episode 1		
5308348178806351033	what is the primary purpose of using sand in the still pot heating bath		
-6945057095174742438	where was the battle of the sexes played		
-7662814363074852003	where is the beginning of the shining filmed		
-5378968860664453484	where are stem cells found in human body		
-4838001843362457055	who has more fans star wars or star trek		
7727862524210817807	major components of the philippine agrarian reform program		
-3431783372644370463	a law firm is an example of this type of business		
8320033843649179457	bob dylan the bootleg series vol 10 another self portrait songs		
6387687329449020131	when is the next bates motel coming out		
7230282756686394702	where did the south surrender to the north		
-287359936320269771	where are the clowns send in the clowns		
2863619360342982411	who is credited with inventing the technique called cutting		
1793617381404634090	where does the cytric acid cycle take place		
-4537946198023654445	when does river song first meet the doctor		
3516109887552562124	what is distribution of values taken by a statistic		
8154918849213698476	what's that symbol on the patriots field		
-8849257189836444562	is the sum of two independent random variables independent		
-5846092290700063045	the beatles while my guitar gently weeps original		
8688526666612376528	summary of the poem the call of the river nun by gabriel okara		
4656045866942153181	which of the following is the net reaction for two turns of the citric acid cycle		
-6471949531033937907	what was the new world and old world		
-3252999640818331806	where was the fight of the century first scheduled to be held		
-8117653827603581229	who plays malcolm's girlfriend in malcolm in the middle		
-4678627189375800755	who has gone the deepest in the ocean		
5857947445081883651	who settled the area that eventually became known as new york		
4743916040723377726	how did world war ii represent new technology how did this technology affect the outcome of the war		
-7247725561359076624	where do the coins in a parking meter go		
7332017552781815496	what happened to braxton family values season 6		
4947127951967046559	the big bang theory - season 4 ep. 8		
-5088520705193685479	what is the desolation in god of war		
-1976440487466818488	where is the milky way galaxy located in the universe		
3150849496990908557	when did hurricane isaac hit new orleans louisiana		
3023292884074148601	what is the meaning of lexicographically in java		
-7531474291220643079	why did the usa develop a policy of containment after 1945		
-1399483151319045476	where does the conscious awareness of sound begin		
-3587800936456224026	what takes place between scout and uncle jack		
-4614468562763446361	how many teams make the playoffs in mlb		
4547840083851915042	when did driver's license start having pictures		
4236007942346240619	what does singer mean by the sysyphus problem		
7668643698559096241	what is the location and size of the current largest organism on earth		
